TransactionAmount,CustomerAge,AccountBalance,TransactionPercentage,CustomerOccupation_encoded,Cluster,PC1,PC2,CustomerOccupation
175.07,28,9274.64,1.8876204359414488,1,2,3926.845281829682,-119.48422076495854,Engineer
302.82,36,9384.54,3.226796411971178,1,2,4037.302695231835,7.790519053008381,Engineer
406.81,66,1968.36,20.667459204617042,2,0,-3378.33437159834,143.8157768673296,Retired
256.3,53,4203.05,6.097952677222493,2,1,-1144.3077623792296,-16.57432249354335,Retired
80.96,19,959.94,8.433860449611434,3,0,-4388.183620920224,-178.01922640275126,Student
95.78,22,271.64,35.25990281254602,3,0,-5076.463610568857,-159.48196477958234,Student
379.54,41,12571.76,3.0189885903008014,0,2,7224.821353929831,70.92555002617473,Doctor
903.19,22,8627.08,10.469243359282633,3,1,3282.408140202683,611.3096380212421,Student
142.19,18,524.46,27.11169583953018,3,0,-4823.434642667889,-114.41356817933473,Student
295.18,66,12961.53,2.277354602427337,0,2,7614.256888510064,-15.045845624784107,Doctor
18.46,68,6381.6,0.2892691488028081,2,1,1033.2210507957316,-263.72386318428147,Retired
54.5,57,1715.22,3.1774349646109536,2,0,-3632.96612941095,-207.78864301551107,Retired
414.77,29,5599.81,7.406858446983023,0,1,253.08478401908997,135.89641133816366,Doctor
886.19,61,7904.24,11.21157758367661,2,1,2559.553458057627,597.458932709612,Retired
440.03,49,1490.44,29.523496417165397,1,0,-3856.1458170983437,179.29455316071153,Engineer
35.46,56,1532.72,2.313534109295892,2,0,-3815.5455007014248,-226.07098533312143,Retired
76.39,18,5976.0,1.2782797858099062,3,1,627.8082445585205,-204.12584788540124,Student
595.91,19,1673.76,35.60307331995029,3,0,-3672.208067736504,334.4695156683531,Student
6.03,76,3290.72,0.18324257305392136,2,0,-2057.6635784768623,-263.00106269649154,Retired
249.34,26,3030.97,8.226409367298258,1,0,-2316.442898860092,-18.51741976160244,Engineer
189.77,58,6570.36,2.888274006294937,1,1,1222.6993823642497,-93.22815143608378,Engineer
73.19,76,2264.98,3.231375111480013,2,0,-3083.1075470366204,-191.42000967985953,Retired
188.13,75,5029.87,3.7402557123742763,2,1,-317.7583308010635,-88.27249688853811,Retired
30.52,62,12327.74,0.24757173658756593,0,2,6979.3320243437165,-276.95761785718537,Doctor
1159.39,41,6499.53,17.838059059655084,0,1,1155.9997223918017,876.6808449042986,Doctor
170.24,62,5172.99,3.290940055944435,2,1,-174.73335942376616,-106.79178747639855,Retired
56.62,54,8981.1,0.6304350246629031,0,1,3632.834804871679,-236.6393628990554,Doctor
53.14,34,7915.0,0.6713834491471888,0,1,2566.7067271617934,-235.60798608918668,Doctor
146.15,43,13784.4,1.060256521865297,0,2,8436.446218608246,-167.571015409043,Doctor
21.27,62,7392.79,0.287712757970942,2,1,2044.4027914753424,-265.2213902391367,Retired
76.02,34,14765.41,0.5148519411245607,0,2,9417.130884340502,-241.8672447359421,Doctor
170.19,27,745.87,22.817649188196334,3,0,-4601.8857845404455,-87.48377528836957,Student
155.51,68,5360.19,2.901203128993562,0,1,12.409839054061194,-122.31549156525708,Doctor
135.15,72,5878.14,2.2991966846655574,2,1,530.2717035174255,-144.8814078583425,Retired
39.48,56,5889.51,0.6703443919782799,2,1,541.211314605901,-240.62422580024779,Retired
451.68,33,4381.54,10.30870424553924,1,1,-965.0119466857932,178.0600288600623,Engineer
19.11,49,8478.46,0.22539470611408202,1,1,3130.0333245704596,-272.0135324466524,Engineer
427.69,43,2443.54,17.502885158417705,1,0,-2903.093453840014,162.54502924926953,Engineer
254.86,23,699.9,36.41377339619946,3,0,-4647.5237600792,-2.258607175745766,Student
19.48,27,4739.59,0.41100601528824227,1,1,-608.8179515236034,-255.76876099993234,Engineer
190.17,49,12893.85,1.4748891913586708,0,2,7546.104140014678,-119.76513538262395,Doctor
91.38,65,2402.58,3.8034113328172214,2,0,-2945.446385643467,-173.81937180486185,Retired
206.63,59,7626.53,2.709357991117848,2,1,2278.9305221616614,-80.87006013983702,Retired
93.22,52,1014.63,9.187585622345091,2,0,-4333.3995890676615,-165.93552180033362,Retired
547.98,28,1358.54,40.335948886304415,3,0,-3987.629094945044,288.0519761371223,Student
641.06,23,1602.13,40.01298271675831,3,0,-3743.6464334120064,380.03913423140636,Student
314.55,27,1105.89,28.443154382443097,3,0,-4241.259298027429,55.44745708570372,Student
836.45,61,1731.89,48.29694726570394,2,0,-3613.012586625583,575.0805173157298,Retired
1095.09,29,8692.47,12.598145291269338,1,1,3348.630267269328,802.917000871296,Engineer
189.45,53,12578.75,1.5061114975653382,0,2,7231.010109953494,-119.13946832809992,Doctor
91.84,67,1712.41,5.363201569717532,2,0,-3635.606509400156,-170.37677653031665,Retired
609.52,78,3485.03,17.489662929730876,2,0,-1860.7862792916171,339.9071700793911,Retired
859.3,78,1146.78,74.93154746333211,2,0,-4198.050479481527,601.2165329826037,Retired
100.01,50,6393.12,1.5643379132567512,0,1,1045.0668542858512,-182.24319014097682,Doctor
28.78,40,680.55,4.228932481081479,0,0,-4667.758347965002,-229.08749108821718,Doctor
111.08,70,7037.34,1.5784373072780338,0,1,1689.35278669353,-173.8927229932902,Doctor
470.96,69,12991.03,3.6252706675298256,0,2,7644.515934504648,160.5734851609696,Doctor
52.23,28,105.01,49.73812017903057,3,0,-5243.301993092262,-201.86832633199617,Student
78.62,32,1360.85,5.777271558217292,0,0,-3987.265495960295,-182.1258252263358,Doctor
47.79,25,1649.92,2.8965040729247478,3,0,-3698.3357713302958,-214.2645362584113,Student
333.97,52,5237.36,6.376685963920754,0,1,-109.6770159333546,56.670539012007055,Doctor
30.87,33,14348.65,0.2151421910772094,0,2,9000.180591050033,-285.23524135914556,Doctor
710.43,67,5625.55,12.628631867106327,2,1,280.13833918911405,431.51457149840644,Retired
220.23,41,3438.02,6.405721898069237,1,0,-1909.5000555852089,-49.380914352849715,Engineer
27.28,29,10668.24,0.2557122824383404,0,2,5319.795381052715,-273.18002421721695,Doctor
101.52,49,2018.9,5.028480855911634,1,0,-3329.101218912282,-162.0355909619855,Engineer
162.65,59,9500.95,1.7119340697509196,1,2,4153.139858271265,-132.82897121113444,Engineer
10.52,55,2472.99,0.42539597814791,2,0,-2875.3920831004025,-255.05443496714582,Retired
270.72,38,6522.47,4.150574858910812,0,1,1175.1305477095957,-12.09736791104342,Doctor
202.34,20,1223.45,16.538477256937348,3,0,-4124.168975415214,-57.57281718072002,Student
247.58,39,778.74,31.792382566710327,1,0,-4568.685092223714,-9.988262075640478,Engineer
686.17,61,2246.15,30.548716693008032,2,0,-3099.369966416119,422.1561335128064,Retired
109.91,38,12896.06,0.8522758113718453,0,2,7547.954775626728,-200.03015428472887,Doctor
215.72,30,8697.11,2.480364166947411,1,1,3349.4991748296497,-76.37713676446705,Engineer
490.76,66,6414.11,7.651256370720177,2,1,1067.7500623887236,208.44189529565068,Retired
224.28,64,5767.51,3.8886798635806437,2,1,420.0137659842276,-55.28349950019006,Retired
614.03,68,2815.86,21.806126725050248,2,0,-2529.950697821641,347.3759271268724,Retired
608.79,55,2991.17,20.352905384849404,1,0,-2354.6792493316193,341.3343720808781,Engineer
186.55,48,224.65,83.04028488760295,1,0,-5123.127432454032,-67.10758889145967,Engineer
840.16,20,1236.76,67.93233933827096,3,0,-4108.215593028132,581.4261186481015,Student
203.34,60,13586.99,1.4965787124300527,0,2,8239.306725242004,-109.53411982358256,Doctor
90.88,26,7117.35,1.2768797375427652,1,1,1769.2174790795943,-194.48530478603953,Engineer
60.11,61,7235.87,0.8307224977784288,2,1,1887.6498411310959,-225.71676682275876,Retired
393.92,72,7318.64,5.382420777630817,2,1,1971.8637115283664,107.73969297544988,Retired
19.39,43,9847.6,0.19690076769974407,0,2,4499.149966318345,-277.56256959672385,Doctor
557.41,80,2968.75,18.775915789473682,2,0,-2377.2847700142997,290.05592527730073,Retired
57.07,31,9323.71,0.6120953997925719,0,2,3975.4124237822734,-237.674187281256,Doctor
395.27,18,1764.08,22.406580200444424,3,0,-3582.7283239638573,133.1435919969412,Student
289.05,75,5683.49,5.085783559045587,2,1,336.28611263471066,9.86327519800983,Retired
46.11,33,5225.73,0.8823647605214966,0,1,-122.56203317433938,-231.19641112706802,Doctor
335.5,63,6445.4,5.205262667949236,2,1,1098.3710944313634,53.04242425913202,Retired
520.86,51,9200.74,5.661066392485822,1,2,3854.460123498474,226.604254767212,Engineer
31.7,48,743.9,4.261325446968678,0,0,-4604.386128911772,-226.42761291123693,Doctor
22.3,21,1200.35,1.8577914774857336,3,0,-4148.013219761257,-237.867305662415,Student
203.12,56,1562.39,13.00059524190503,2,0,-3785.1750425044656,-58.295896217779955,Retired
315.94,49,7719.71,4.092640785728998,0,1,2372.5653184342636,28.023764878118982,Doctor
192.23,54,2610.67,7.363243918227886,1,0,-2736.945587255663,-73.80703747664148,Engineer
1510.71,66,2060.02,73.33472490558344,2,0,-3282.0239637374634,1248.3905434441099,Retired
0.26,20,1833.67,0.01417921436245344,3,0,-3514.7935820205284,-262.6457446629703,Student
210.77,71,5396.65,3.905571048706142,2,1,49.1092089292506,-67.20188106804284,Retired
406.65,57,12995.7,3.1291119370253235,0,2,7648.8937728955,96.24341172671387,Doctor
422.9,40,7616.43,5.552470120515779,1,1,2269.7329778035783,135.4074352646411,Engineer
20.62,35,12500.8,0.16494944323563293,0,2,7152.311991529738,-287.6236500633152,Doctor
174.39,19,1127.08,15.472725982184052,3,0,-4220.657427434797,-85.1333231908157,Student
7.86,76,3621.98,0.2170083766337749,2,0,-1726.3998591051936,-262.5792280142262,Retired
61.98,49,5212.28,1.1891149362658953,1,1,-135.92329152900038,-215.2481116008649,Engineer
54.85,58,2727.45,2.0110359493299605,2,0,-2620.7434002197497,-211.7756041890671,Retired
204.7,49,5117.03,4.000367400621063,0,1,-230.5621307110723,-72.10390131670695,Doctor
16.55,26,6089.79,0.27176634990697546,1,1,741.3516627590125,-264.4431123970001,Engineer
91.32,58,2618.1,3.488025667468775,1,0,-2729.9376237969195,-174.81335140608246,Engineer
195.49,31,11988.12,1.6306977240801726,0,2,6640.384415977212,-110.6137205032525,Doctor
49.62,55,3841.42,1.2917098364667232,1,0,-1506.8119870313867,-221.76418684741623,Engineer
405.6,37,9754.73,4.157982845245332,1,2,4407.930854606287,108.9793856270993,Engineer
512.95,57,9584.52,5.351859039367647,1,2,4238.209750885832,217.06418151411935,Engineer
345.94,31,7624.56,4.5371798503782514,0,1,2277.5214142288914,58.40650746204932,Doctor
356.56,47,2485.73,14.344277133880187,1,0,-2861.198955996705,91.17880631835493,Engineer
10.31,36,2137.9,0.48224893587164974,1,0,-3210.5036413451985,-253.8607601180599,Engineer
211.69,30,6412.85,3.3010284039077784,0,1,1065.2485603778823,-70.66958532403083,Doctor
221.49,23,707.25,31.317073170731707,3,0,-4640.307097998458,-35.795765925945915,Student
278.23,48,8300.54,3.3519505959853215,1,1,2953.225494176987,-12.161821195395987,Engineer
116.88,45,7717.34,1.5145114767523524,0,1,2369.3367823186336,-171.0180892218396,Doctor
328.77,39,6967.03,4.718940495447845,0,1,1619.9355826274314,44.05461159628459,Doctor
77.53,54,5158.6,1.5029271507773425,2,1,-189.52985007080133,-199.461565599087,Retired
421.74,67,12031.14,3.5054034779746557,0,2,6684.423125200809,115.45054587510936,Doctor
313.69,73,7093.68,4.422105310642713,2,1,1746.5637136272162,28.474811323722122,Retired
411.72,29,8539.86,4.821156318721853,0,1,3193.0906334902584,120.27168121502018,Doctor
508.73,59,7640.57,6.658272877547095,2,1,2294.265310490341,221.15182211484023,Retired
153.08,24,1292.21,11.84637171976691,3,0,-4055.6072365328155,-107.23718735542775,Student
23.01,63,5958.75,0.386154814348647,2,1,610.3891680410907,-257.3812693666432,Retired
69.28,25,708.74,9.775093828484351,3,0,-4639.425858642888,-188.57915537897156,Student
51.25,28,1744.4,2.937972941985783,3,0,-3603.8381744464605,-211.20295391235356,Student
301.56,49,10389.6,2.902517902517902,0,2,5042.362704430644,2.263996788542329,Doctor
17.67,63,1048.18,1.6857791600679275,0,0,-4300.145370629558,-241.8032802894528,Doctor
5.29,32,12896.68,0.04101830858794666,0,2,7548.117285148896,-304.63711210778706,Doctor
401.37,43,8208.54,4.889663691716188,1,1,2861.748082184521,111.35370111249733,Engineer
145.4,38,5244.49,2.772433544539126,1,1,-103.37154704479235,-131.96869395480422,Engineer
556.34,37,11935.14,4.661361324626272,0,2,6588.963268816683,250.3967713981051,Doctor
34.31,24,1484.76,2.310811174870013,3,0,-3863.5519562829245,-227.05485490011972,Student
780.59,23,6513.34,11.984481080367368,3,1,1168.1635569276987,497.79711698722247,Student
282.65,35,13801.15,2.048017737652297,0,2,8453.772321985089,-31.183687843878943,Doctor
305.27,68,12958.65,2.355723782955786,0,2,7611.42290660408,-4.9434114132157845,Doctor
185.81,32,9588.71,1.9377997666005127,0,2,4240.963048938943,-110.07805776029255,Doctor
66.01,49,3475.99,1.89902732746642,1,0,-1872.1758855213593,-203.81710269754427,Engineer
447.95,29,7544.4,5.937516568580669,1,1,2197.796723583413,160.75070349475135,Engineer
279.3,19,1193.61,23.39960288536457,3,0,-4153.69232889717,19.681463653298863,Student
26.75,33,12063.77,0.22173831231862012,0,2,6715.311113041921,-279.6390803428267,Doctor
611.15,27,892.83,68.45088090677956,3,0,-4453.121206608694,354.0046154803506,Student
275.2,54,1230.12,22.371801125093487,1,0,-4117.152092114996,15.439417268955083,Engineer
427.79,18,1479.67,28.911176140625948,3,0,-3867.0081791178563,167.0507185519582,Student
469.13,54,1265.28,37.07716868993424,0,0,-4081.1866242342912,209.56830806071025,Doctor
102.81,76,3228.87,3.1840860734560392,2,0,-2119.1016093116305,-165.91263473448709,Retired
22.61,19,1111.67,2.0338769598891755,3,0,-4236.693772534525,-237.17760099029746,Student
68.28,56,3213.16,2.125010892703756,1,0,-2134.9841454716534,-200.41565054679043,Engineer
33.65,63,12719.93,0.26454548098928216,0,2,7371.531941687944,-275.49471030704547,Doctor
362.68,63,2040.77,17.771723418121592,2,0,-3306.1134881970584,99.3083979974815,Retired
73.23,20,1309.85,5.590716494255068,3,0,-4038.304018831166,-187.31635848769676,Student
18.56,49,4230.37,0.4387323094670206,1,1,-1118.0068628464378,-254.49630408278003,Engineer
389.05,27,761.0,51.123521681997374,3,0,-4585.871297904105,132.05169556200212,Student
7.38,67,2923.83,0.2524086557700003,2,0,-2424.5551387068726,-260.1005480968035,Retired
109.48,61,7372.47,1.4849840012912905,2,1,2024.4597561607088,-176.93026630852725,Retired
66.91,39,871.1,7.681092871082538,0,0,-4477.054780459813,-191.683703534413,Doctor
335.48,45,3023.16,11.096997843316267,1,0,-2323.8623480866963,67.72486987087149,Engineer
38.14,19,1119.21,3.4077608313006498,3,0,-4229.089756869208,-221.64594755957725,Student
1076.98,60,11833.73,9.100934363045296,0,2,6489.821355522788,771.3936064664539,Doctor
360.02,68,6400.59,5.6247939643064155,2,1,1053.6730943272023,77.76034226508591,Retired
567.71,63,13884.24,4.088880630124516,0,2,8538.123417167208,253.48924035469804,Doctor
218.19,19,620.83,35.14488668395535,3,0,-4726.753545840756,-38.618355109367144,Student
209.99,19,1938.01,10.835341406907085,3,0,-3409.5741499244673,-53.13418223369024,Student
11.02,19,964.79,1.1422174773784968,3,0,-4383.620078069984,-248.16434467753317,Student
83.43,56,1870.16,4.461115626470463,2,0,-3477.907252142898,-179.49352424526555,Retired
344.97,34,5577.94,6.184541246409966,0,1,230.92305314523492,66.19044939238194,Doctor
172.29,36,8700.8,1.980162743655756,1,1,3353.0106793842942,-119.8110089942779,Engineer
195.54,60,2794.66,6.996915546077162,2,0,-2552.935155146025,-71.28439492159859,Retired
101.23,45,6169.71,1.6407578314053661,1,1,821.65798396838,-180.0775967670741,Engineer
180.46,25,831.75,21.69642320408777,3,0,-4515.962806075168,-77.61906896915391,Student
692.55,53,2451.56,28.249359591443813,2,0,-2893.940630722107,427.5823625630783,Retired
147.31,34,13625.52,1.0811330503349597,0,2,8277.561362970519,-165.74619527307786,Doctor
107.48,20,1379.39,7.791850020661306,3,0,-3968.621751731145,-153.3121957791426,Student
1831.02,62,11498.01,15.924668703540872,0,2,6157.34672666751,1526.727543443064,Doctor
81.51,25,865.49,9.417786456227109,3,0,-4482.62428951873,-177.03162851392074,Student
365.48,76,7147.4,5.1134678344572855,2,1,1800.5089456356372,80.03727311664267,Retired
491.1,35,7833.85,6.268948218309005,1,1,2487.436446515334,202.66776474970817,Engineer
452.8,80,4840.67,9.354077018264,2,1,-505.81944974896123,177.25547441907116,Retired
645.04,70,7361.47,8.762380339796263,2,1,2015.7667920318163,358.6627789959324,Retired
169.28,45,5128.44,3.300808822955909,0,1,-219.3088415452503,-107.58203149338303,Doctor
88.42,62,12381.45,0.7141328358148682,0,2,7033.290159342493,-219.2980885237253,Doctor
155.53,29,4008.05,3.8804406132658023,1,0,-1339.766639902441,-116.56448937004663,Engineer
991.82,43,3493.13,28.393446565114957,1,0,-1851.1056856444147,722.2823939162048,Engineer
39.24,77,6462.41,0.607203814056985,2,1,1114.1308109679512,-243.2765687981571,Retired
152.01,42,4625.12,3.2866174283045626,1,1,-722.7012005652896,-122.70841720721191,Engineer
78.77,48,6470.57,1.2173579761906603,1,1,1122.4221817445205,-203.8155847993792,Engineer
26.5,48,4854.83,0.5458481553422055,1,1,-493.5218811751138,-249.21276357963166,Engineer
83.62,48,12652.22,0.6609116819024646,0,2,7304.017877645873,-225.26541431873744,Doctor
142.78,68,11705.88,1.2197288883877162,0,2,6357.9698328161585,-162.06813042342387,Doctor
55.99,35,932.61,6.003581346972475,0,0,-4415.594363521435,-202.91475272743503,Doctor
774.48,61,11613.58,6.668744693712017,0,2,6268.375517025142,469.89426403696007,Doctor
105.37,25,1068.55,9.861026624865472,3,0,-4279.464804753865,-154.0325014011063,Student
118.83,28,1616.3,7.351976736991896,3,0,-3731.6543234511455,-142.97795874543877,Student
46.22,23,471.28,9.807333220166356,3,0,-4876.985084071104,-210.620705856857,Student
377.97,72,2457.1,15.38276830409833,2,0,-2889.705880020914,112.761573959146,Retired
114.1,69,5882.12,1.9397768151618804,2,1,534.157671558215,-165.9531233186713,Retired
11.3,55,1938.99,0.5827776316535929,2,0,-3409.3824327016855,-251.99983596145157,Retired
95.5,57,4079.09,2.3412084558075454,2,0,-1268.9467858911003,-176.88170310465375,Retired
130.93,28,860.12,15.222294563549275,1,0,-4487.788907960577,-127.43559947540882,Engineer
272.97,68,7811.31,3.494548289595471,2,1,2464.0045583043175,-15.31136813621967,Retired
73.35,24,1181.84,6.206423881405267,3,0,-4166.307971556533,-186.6291768404946,Student
29.94,58,10915.54,0.27428785016591023,0,2,5567.141725600647,-271.5374072244251,Doctor
307.24,19,1670.72,18.38967630722084,3,0,-3676.4571777075744,45.432237564300635,Student
50.52,20,1121.19,4.505926738554571,3,0,-4227.0573725792165,-209.24621116162,Student
820.46,53,5621.86,14.594102307777144,1,1,276.90078675181485,541.5523966121635,Engineer
153.07,56,8873.43,1.725037555939473,1,1,3525.5823493127346,-139.73998850594552,Engineer
52.94,41,6990.92,0.7572679990616399,0,1,1642.6462989140973,-231.86828359936658,Doctor
384.41,60,7831.56,4.90847289684303,1,1,2484.721807518881,96.02488871649672,Engineer
235.42,51,6173.23,3.8135627540201806,2,1,825.7599329483546,-45.89115526312304,Retired
114.23,56,9523.72,1.1994262746069815,0,2,4175.698034744209,-181.3428730667925,Doctor
12.62,33,6420.47,0.19655881890266597,0,1,1072.0201292819065,-269.7711226621151,Doctor
997.37,23,1146.09,87.02370668970151,3,0,-4198.242460080336,739.5198541310089,Student
373.52,35,6430.41,5.808649837257655,1,1,1083.5075614983425,91.09350085022334,Engineer
336.05,28,1635.05,20.552888290877956,3,0,-3711.995211034189,74.45576585011662,Student
366.93,66,6697.79,5.478374210000612,2,1,1350.8969107639623,83.39698409144302,Retired
112.27,58,7369.89,1.5233605928989442,0,1,2021.8882031323274,-174.13305341537392,Doctor
494.96,40,6903.68,7.169509594882728,1,1,1557.2992776283927,210.5132642077009,Engineer
561.58,65,11748.86,4.779868004214878,0,2,6402.744596126958,256.4633523246583,Doctor
440.94,42,7303.23,6.037602540245891,0,1,1956.6164761034725,154.78763865344712,Doctor
71.9,29,10619.35,0.6770659221138771,0,2,5271.0975922558655,-228.35968306992768,Doctor
256.66,54,1794.5,14.302591251044861,2,0,-3552.842301535681,-5.730539630942644,Retired
166.55,59,12970.21,1.28409640244838,0,2,7622.37479196822,-143.6928981273689,Doctor
35.46,67,5692.31,0.6229456934003946,0,1,344.0113062790815,-243.79235130008257,Doctor
38.14,50,9879.87,0.38603746810433737,1,2,4531.50902849318,-258.9441721775676,Engineer
506.26,64,6266.65,8.078638507017306,2,1,920.3552395252163,224.57213643983624,Retired
736.32,31,14268.95,5.160295606894691,0,2,8923.511883090632,420.38161210545206,Doctor
389.43,52,6449.83,6.037833555303008,1,1,1103.017734734768,106.94090637554643,Engineer
25.58,60,6741.41,0.37944584293196826,1,1,1393.0468377183624,-258.1436952842811,Engineer
446.1,25,1008.44,44.23664273531395,3,0,-4338.176394416298,187.81792302588116,Student
147.74,23,1711.78,8.630781993013121,3,0,-3636.06002307746,-114.45496159067991,Student
1228.81,26,1821.0,67.47995606809445,3,0,-3522.297385709391,967.4119367698482,Student
46.23,77,5107.75,0.9050951984729088,2,1,-240.48287601106313,-230.5215731667304,Retired
265.37,33,5229.95,5.0740446849396275,1,1,-117.40519962591316,-11.928460851225537,Engineer
417.26,32,10442.48,3.995794102550352,0,2,5095.716622523237,117.69940456556242,Doctor
33.63,63,4324.4,0.7776801405975396,2,1,-1023.8955905319908,-239.80603185357603,Retired
64.58,55,6292.29,1.026335404121552,2,1,944.0925481943959,-217.2385368542758,Retired
23.23,21,269.01,8.635366714992008,3,0,-5079.351912681106,-232.77754043856987,Student
160.52,78,5379.25,2.984059116047776,2,1,31.50374810511221,-117.37431044293695,Retired
278.88,64,1334.09,20.90413690230794,0,0,-4013.1511324133307,18.64422061804379,Doctor
285.49,53,6366.84,4.484014047785086,0,1,1019.5851339456103,3.3554659334394614,Doctor
71.87,22,1839.1,3.907889728671633,3,0,-3509.060287739743,-190.9732650858496,Student
308.8,53,3966.54,7.785122550131854,2,0,-1380.591892519993,36.95761856911179,Retired
135.35,33,9983.36,1.3557559779473043,1,2,4635.392813213229,-162.20930728077147,Engineer
288.43,66,4577.09,6.301602109637345,2,1,-770.1171935747125,13.972623418558214,Retired
147.46,65,7458.03,1.9771977318407141,0,1,2110.187132925028,-139.3117436643555,Doctor
214.15,32,6397.29,3.347511211778738,1,1,1049.701692837907,-68.14073979765126,Engineer
71.34,49,6345.03,1.1243445657467341,1,1,996.8531889809929,-210.71008445605983,Engineer
170.36,30,6034.73,2.822992909376228,0,1,686.9559520204548,-110.38765353143725,Doctor
736.53,55,9826.26,7.495527291156553,1,2,4480.904157416534,439.5773480342748,Engineer
213.42,45,3736.38,5.711945787098742,1,0,-1611.166434987907,-57.472091355074554,Engineer
94.09,27,646.85,14.54587616912731,3,0,-4701.215469122653,-163.37354411209816,Student
91.23,72,6385.12,1.4287906883504147,2,1,1037.0577801627205,-190.96291423237284,Retired
263.92,57,4161.71,6.341623995905529,2,0,-1185.6096519917219,-8.769987686193133,Retired
77.5,51,11079.77,0.6994730035009752,0,2,5731.564805641744,-224.69270846467938,Doctor
3.65,69,10017.11,0.036437655172000705,0,2,4668.624345051779,-293.98987243464506,Doctor
43.88,26,1644.09,2.6689536460899346,3,0,-3704.1807792379836,-218.15353928092352,Student
224.79,18,528.38,42.543245391574246,3,0,-4819.190786222684,-31.41047338972706,Student
64.3,55,7530.3,0.853883643413941,2,1,2182.086363818137,-222.7868899363342,Retired
111.79,62,10887.59,1.0267653355793156,0,2,5539.54882950326,-189.57818722877744,Doctor
927.16,59,7104.61,13.05011816271407,2,1,1760.1036275311526,641.8622219727437,Retired
613.7,61,7307.11,8.398669241327967,2,1,1961.2612444355436,327.5464078681332,Retired
26.07,20,349.98,7.448997085547745,3,0,-4998.369480152827,-230.31936483070353,Student
170.45,60,2284.41,7.461445187159923,1,0,-3063.2878540212882,-94.18011901566777,Engineer
344.27,22,1918.36,17.946058091286307,3,0,-3428.6556377545216,81.38326926132623,Student
292.95,37,1216.91,24.073267538273164,1,0,-4130.311190393572,33.26767889348827,Engineer
28.44,18,1071.04,2.655363011652226,3,0,-4277.300734017193,-231.16027413201036,Student
20.05,72,7145.67,0.28058950385338255,2,1,1797.2936990821918,-265.37848094174745,Retired
175.02,28,1493.88,11.715800465900877,3,0,-3853.839573911521,-86.16349567724441,Student
89.5,41,8658.95,1.0336126204678395,1,1,3310.812577536958,-202.40804575367767,Engineer
69.96,28,164.12,42.62734584450401,3,0,-5184.101293631435,-184.6080437548993,Student
146.51,53,7089.9,2.06646073992581,1,1,1742.0415015512917,-138.70788775991807,Engineer
376.78,21,841.65,44.766827065882495,3,0,-4505.269726716441,119.24898935577238,Student
148.54,71,5677.05,2.616499766604134,2,1,329.23998331345774,-130.63427821231122,Retired
388.77,26,1658.49,23.44120253965957,3,0,-3688.336756052399,127.13559923639622,Student
100.38,63,10171.68,0.986857628238403,0,2,4823.599870039184,-197.9393864328829,Doctor
137.23,64,13847.99,0.9909741413735856,0,2,8500.024592624337,-176.73433141309795,Doctor
870.3,51,3688.98,23.59188718832848,2,0,-1655.7619778401104,599.85163686592,Retired
458.94,52,5619.95,8.166264824420146,1,1,273.44341030127816,180.01098989700273,Engineer
327.35,20,342.08,95.69398971000936,3,0,-5005.155119793857,73.47123460177988,Student
757.15,53,4702.86,16.09977758215214,1,1,-642.364111105323,482.22242915197546,Engineer
5.64,59,12703.24,0.04439812205390121,0,2,7354.71653824232,-303.43250279696184,Doctor
47.23,73,6659.81,0.7091793910036471,2,1,1311.5573822220922,-236.13115043776068,Retired
239.41,42,7860.65,3.0456768842271313,0,1,2513.166455845834,-49.11051351724038,Doctor
7.48,55,1275.2,0.5865746549560853,1,0,-4073.1805019820986,-252.99595191356156,Engineer
170.97,26,1265.27,13.512530922253749,3,0,-4082.4706080864526,-89.18895930517735,Student
262.43,37,12841.01,2.0436865947460516,0,2,7493.559616738104,-47.31035437973259,Doctor
659.15,22,1241.59,53.08918403015488,3,0,-4104.1327171639,400.0397066948768,Student
31.53,25,874.93,3.6037168687780743,3,0,-4473.387801321565,-227.20146659312786,Student
111.66,48,5716.72,1.953217929162177,1,1,368.72186307896936,-167.71355776716916,Engineer
250.01,62,1541.48,16.218828658172665,2,0,-3805.8814069356285,-11.235574737538883,Retired
554.15,49,14817.22,3.739905326370264,0,2,9471.01576159064,235.9417119357695,Doctor
598.66,32,2587.11,23.14010614160202,1,0,-2758.813917721409,332.9817796133789,Engineer
28.38,55,173.7,16.33851468048359,0,0,-5174.609603154271,-226.9560969233259,Doctor
16.8,49,11847.07,0.14180721477968816,0,2,6498.5919918321915,-288.6465770631101,Doctor
896.79,33,11146.74,8.045311902852314,0,2,5802.029391319801,594.1415323159289,Doctor
159.0,49,369.79,42.99737688958598,1,0,-4978.022615365384,-96.44634080101326,Engineer
56.31,75,6396.08,0.880382984578054,2,1,1047.8720799819712,-225.92651762742358,Retired
203.99,52,4840.31,4.2143994909416955,2,1,-507.2786745117701,-71.62713660028459,Retired
50.99,29,1334.6,3.8206204106099215,0,0,-4013.634182689872,-209.69334759332077,Doctor
101.28,32,2774.35,3.650584821669941,1,0,-2573.680978049765,-165.5483596208714,Engineer
299.92,27,1368.0,21.923976608187136,3,0,-3979.2019583415745,39.51669398679974,Student
77.54,67,4536.38,1.7092924314100673,2,1,-811.7255092684691,-196.78457380986865,Retired
18.35,21,1293.39,1.4187522711633769,3,0,-4054.9904901370755,-242.22408919250256,Student
65.11,34,8485.14,0.7673414934815455,1,1,3136.8909062687553,-226.06441682660568,Engineer
