TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,TransactionType,Location,Channel,CustomerOccupation,PreviousTransactionDate,CustomerAgeBin,Target
876.57,62.0,118.0,1.0,3743.6300000000006,2023-09-11 16:16:06,Credit,Portland,ATM,Retired,2024-11-04 08:06:54,Senior,1
615.58,42.0,133.0,1.0,14343.0,2023-09-25 16:40:00,Debit,Jacksonville,ATM,Doctor,2024-11-04 08:10:55,Adult,3
643.03,36.0,52.00000000000001,1.0,2882.16,2023-08-01 16:23:37,Credit,Jacksonville,Online,Engineer,2024-11-04 08:08:22,Adult,1
7.950000000000001,79.0,65.0,1.0,5631.2,2023-01-09 16:45:12,Debit,Phoenix,ATM,Retired,2024-11-04 08:10:06,Senior,2
270.92,77.0,143.0,1.0,4574.43,2023-04-21 17:03:13,Credit,Louisville,Branch,Retired,2024-11-04 08:06:51,Senior,2
499.47999999999996,24.0,133.0,1.0,1242.62,2023-01-17 16:57:06,Debit,Charlotte,ATM,Student,2024-11-04 08:08:44,Young,2
841.5,25.0,287.0,1.0,352.31,2023-05-22 16:33:16,Credit,Atlanta,Branch,Student,2024-11-04 08:09:07,Young,1
138.82,77.0,53.00000000000001,1.0,3100.22,2023-10-16 16:12:20,Debit,Fort Worth,Online,Retired,2024-11-04 08:11:48,Senior,3
231.46,60.0,83.0,1.0,4707.24,2023-06-08 16:42:30,Credit,Miami,Branch,Engineer,2024-11-04 08:08:31,Senior,1
292.08,72.0,32.0,1.0,7950.48,2023-12-29 18:07:04,Debit,Columbus,ATM,Retired,2024-11-04 08:09:34,Senior,3
63.98,54.0,258.0,1.0,7954.12,2023-10-30 16:01:43,Debit,Baltimore,Online,Doctor,2024-11-04 08:06:53,Senior,3
235.21,67.0,74.0,1.0,5946.61,2023-10-16 16:44:52,Debit,Boston,Branch,Doctor,2024-11-04 08:10:59,Senior,3
201.73,57.0,78.0,1.0,6650.71,2023-09-05 18:45:22,Debit,Baltimore,Online,Engineer,2024-11-04 08:12:07,Senior,1
161.31,28.0,13.0,1.0,1268.67,2023-09-11 16:24:57,Debit,Nashville,ATM,Student,2024-11-04 08:08:54,Young,1
18.41,53.0,168.00000000000003,1.0,8287.54,2023-12-01 17:26:46,Debit,Atlanta,Branch,Doctor,2024-11-04 08:11:30,Senior,3
471.75,34.0,41.0,1.0,12948.5,2023-06-06 18:31:06,Credit,San Jose,Branch,Doctor,2024-11-04 08:10:54,Adult,1
290.02,55.0,246.0,1.0,4746.71,2023-09-25 17:48:55,Debit,Milwaukee,Branch,Engineer,2024-11-04 08:07:56,Senior,3
48.05,27.0,37.99999999999999,1.0,5334.97,2023-05-18 17:34:20,Debit,New York,Branch,Engineer,2024-11-04 08:09:07,Young,1
359.42,55.0,30.0,1.0,1765.45,2023-05-29 16:17:37,Debit,Baltimore,Branch,Doctor,2024-11-04 08:06:42,Senior,1
32.91,19.0,255.0,1.0,427.3,2023-05-04 16:37:01,Debit,Fort Worth,Online,Student,2024-11-04 08:06:44,Young,2
3.8000000000000003,67.0,140.0,1.0,6285.39,2023-08-08 16:47:28,,Denver,Branch,Retired,2024-11-04 08:08:31,Senior,1
31.81,51.0,149.0,1.0,1406.6,2023-04-06 17:41:53,Debit,Fort Worth,Online,Retired,2024-11-04 08:06:48,Senior,2
220.2,28.0,102.0,1.0,1075.15,2023-09-11 16:25:04,Debit,Boston,Online,Student,2024-11-04 08:11:18,Young,3
476.03,77.0,99.0,1.0,5958.34,2023-09-01 16:12:35,Credit,Houston,Branch,Retired,2024-11-04 08:09:08,Senior,1
141.91,23.0,49.0,1.0,791.9699999999999,2023-01-19 17:08:04,Debit,Miami,Branch,Student,2024-11-04 08:09:42,Young,2
95.83,27.0,91.0,1.0,1726.4,2023-12-01 16:01:26,Debit,Washington,Online,Student,2024-11-04 08:08:23,Young,3
51.15,46.0,199.0,1.0,8992.25,2023-03-01 17:26:49,Credit,Los Angeles,Branch,Engineer,2024-11-04 08:10:54,Adult,2
50.75,62.0,185.0,1.0,8271.47,2023-08-14 18:14:23,Debit,Boston,ATM,Doctor,2024-11-04 08:07:41,Senior,1
185.07,22.0,159.0,1.0,636.42,2023-12-19 16:57:40,Debit,Colorado Springs,Branch,Student,2024-11-04 08:07:39,Young,3
293.54,40.0,45.0,1.0,2290.1,2023-01-16 17:26:12,Debit,Sacramento,Online,Engineer,2024-11-04 08:08:24,Adult,2
285.26,28.0,93.0,1.0,167.72,2023-11-01 16:09:05,Debit,Atlanta,ATM,Student,2024-11-04 08:11:15,Young,3
129.48,31.0,179.0,1.0,7581.7,2023-02-06 16:30:43,Debit,Seattle,ATM,Engineer,2024-11-04 08:10:43,Adult,2
743.03,50.0,174.0,1.0,4111.38,2023-07-27 16:55:39,Debit,New York,ATM,Engineer,2024-11-04 08:09:19,Senior,1
297.86,28.0,96.0,1.0,1680.14,2023-02-06 17:32:04,Credit,Milwaukee,ATM,Student,2024-11-04 08:11:40,Young,2
231.92,66.0,12.0,1.0,5715.08,2023-07-10 18:00:56,Debit,Indianapolis,ATM,Doctor,2024-11-04 08:11:27,Senior,1
295.82,47.0,45.99999999999999,1.0,5897.73,2023-12-14 16:15:28,Credit,Chicago,Branch,Engineer,2024-11-04 08:07:47,Adult,3
302.86,55.0,275.0,1.0,5239.24,2023-07-03 18:56:03,,Los Angeles,Online,Doctor,2024-11-04 08:12:06,Senior,1
81.08,58.0,56.0,1.0,7788.910000000001,2023-09-19 16:56:35,Debit,Omaha,ATM,Engineer,2024-11-04 08:07:17,Senior,3
775.6,79.0,158.0,1.0,3898.6400000000003,2023-08-21 17:43:17,Credit,Mesa,Branch,Retired,2024-11-04 08:08:12,Senior,1
211.91,20.0,181.0,1.0,927.4699999999999,2023-09-18 16:51:04,Debit,Indianapolis,Online,Student,2024-11-04 08:08:46,Young,3
17.21,23.0,219.0,1.0,914.16,2023-12-25 17:18:58,Debit,Omaha,Online,Student,2024-11-04 08:06:59,Young,3
124.22,23.0,172.0,1.0,9695.04,2023-05-19 17:57:36,Debit,Charlotte,ATM,Student,2024-11-04 08:08:04,Young,1
38.37,63.0,135.0,1.0,8647.04,2023-09-01 16:07:38,Debit,San Antonio,ATM,Doctor,2024-11-04 08:10:04,Senior,1
269.79,52.0,17.0,1.0,1292.1,2023-10-03 16:15:25,Debit,San Jose,ATM,Engineer,2024-11-04 08:07:59,Senior,3
605.42,21.0,33.0,1.0,392.34,2023-06-13 16:10:27,Debit,Mesa,ATM,Student,2024-11-04 08:09:40,Young,1
29.19,58.0,41.0,1.0,12059.85,2023-01-25 17:39:15,Credit,Nashville,Branch,Doctor,2024-11-04 08:11:34,Senior,2
701.7,61.0,64.0,1.0,6643.24,2023-06-30 16:57:37,Credit,Seattle,Online,Retired,2024-11-04 08:09:49,Senior,1
862.34,57.0,72.0,1.0,9903.48,2023-05-25 16:16:02,Debit,Kansas City,Branch,Doctor,2024-11-04 08:12:05,Senior,1
410.97,22.0,45.0,1.0,151.42,2023-09-25 17:01:56,Debit,Los Angeles,,Student,2024-11-04 08:11:11,Young,3
36.97,41.0,79.0,1.0,2850.92,2023-08-23 17:22:49,Debit,Virginia Beach,Branch,Engineer,2024-11-04 08:07:48,Adult,1
137.59,30.0,95.0,1.0,10679.67,2023-01-03 16:27:16,Debit,Nashville,ATM,Doctor,2024-11-04 08:11:30,Adult,2
168.11,51.0,12.0,1.0,10652.13,2023-05-19 16:44:53,Credit,New York,Online,Doctor,2024-11-04 08:06:59,Senior,1
430.98,24.0,93.0,1.0,569.25,2023-10-10 18:14:12,Debit,Baltimore,Branch,Student,2024-11-04 08:11:00,Young,3
13.87,24.0,20.0,1.0,954.83,2023-12-11 18:32:40,Debit,Phoenix,Branch,Student,2024-11-04 08:07:47,Young,3
302.82,36.0,175.0,1.0,9384.54,2023-11-03 16:50:20,Debit,Jacksonville,ATM,Engineer,2024-11-04 08:07:31,Adult,3
406.81,66.0,84.00000000000001,1.0,1968.3600000000001,2023-12-05 16:32:49,Debit,New York,Online,Retired,2024-11-04 08:08:46,Senior,3
256.3,53.0,172.0,1.0,4203.05,2023-04-05 16:21:59,Debit,New York,Online,Retired,2024-11-04 08:06:23,Senior,2
80.96,19.0,97.0,1.0,959.9399999999999,2023-09-27 17:47:10,Credit,Jacksonville,Online,Student,2024-11-04 08:06:25,Young,3
95.78,22.0,26.999999999999996,1.0,271.64,2023-03-23 17:09:53,Debit,Atlanta,Online,Student,2024-11-04 08:09:16,Young,2
379.54,41.0,118.0,1.0,12571.76,2023-01-03 17:14:14,Credit,Indianapolis,Branch,Doctor,2024-11-04 08:06:23,Adult,2
903.19,22.0,65.0,1.0,8627.08,2023-07-06 17:52:32,Debit,El Paso,Online,Student,2024-11-04 08:06:37,Young,1
847.45,28.0,175.0,1.0,422.32,2023-06-19 16:24:14,Debit,Jacksonville,Branch,Student,2024-11-04 08:09:30,Young,1
295.18,66.0,30.999999999999996,1.0,12961.53,2023-05-09 17:54:39,Credit,Dallas,Branch,Doctor,2024-11-04 08:07:53,Senior,1
18.46,68.0,213.0,1.0,6381.6,2023-11-20 16:29:14,Debit,Charlotte,Branch,Retired,2024-11-04 08:10:17,Senior,3
603.23,28.0,48.0,1.0,117.98000000000002,2023-08-24 17:34:13,Debit,Detroit,Branch,Student,2024-11-04 08:08:18,Young,1
54.5,57.0,147.0,1.0,1715.22,2023-11-22 16:59:09,Credit,Philadelphia,Branch,Retired,2024-11-04 08:08:27,Senior,3
414.77,29.0,274.0,1.0,5599.81,2024-01-01 17:37:04,Debit,San Francisco,Online,Doctor,2024-11-04 08:08:05,Young,3
886.19,61.0,69.00000000000001,1.0,7904.240000000001,2023-08-21 17:32:04,Debit,Colorado Springs,Branch,Retired,2024-11-04 08:08:29,Senior,1
440.03,49.0,88.0,1.0,1490.44,2023-11-29 16:11:50,Debit,San Jose,Online,Engineer,2024-11-04 08:10:19,Adult,3
76.39,18.0,219.0,1.0,5976.0,2023-01-13 17:19:33,Debit,Denver,Branch,Student,2024-11-04 08:10:09,Young,2
595.91,19.0,162.0,1.0,1673.76,2023-08-10 18:39:04,Credit,San Antonio,ATM,Student,2024-11-04 08:10:21,Young,1
6.03,76.0,70.0,1.0,3290.72,2023-08-09 18:42:25,Debit,Chicago,Branch,Retired,2024-11-04 08:09:27,Senior,1
249.34,26.0,197.0,1.0,3030.97,2023-08-15 17:21:47,Debit,Charlotte,ATM,Engineer,2024-11-04 08:07:57,Young,1
421.52,20.0,67.0,1.0,369.86,2023-08-15 17:35:08,Debit,San Jose,Branch,Student,2024-11-04 08:10:21,Young,1
189.77,58.0,24.0,1.0,6570.36,2023-02-27 16:08:40,Debit,Raleigh,Branch,Engineer,2024-11-04 08:11:28,Senior,2
73.19,76.0,213.0,1.0,2264.98,2023-10-18 16:20:15,Debit,Atlanta,Branch,Retired,2024-11-04 08:10:26,Senior,3
188.13,75.0,198.0,1.0,5029.87,2023-06-02 18:12:29,Credit,Jacksonville,Online,Retired,2024-11-04 08:10:08,Senior,1
30.52,62.0,122.0,1.0,12327.74,2023-05-19 17:19:00,Debit,Jacksonville,Branch,Doctor,2024-11-04 08:07:18,Senior,1
170.24,62.0,133.0,1.0,5172.99,2023-06-05 16:24:12,Debit,San Francisco,Branch,Retired,2024-11-04 08:08:04,Senior,1
56.62,54.0,121.0,1.0,8981.1,2023-02-27 17:59:36,Debit,Austin,Branch,Doctor,2024-11-04 08:08:45,Senior,2
53.14,34.0,70.0,1.0,7914.999999999999,2023-04-21 17:19:56,Debit,Las Vegas,ATM,Doctor,2024-11-04 08:07:15,Adult,2
587.23,27.0,144.0,1.0,500.84,2023-07-31 17:54:28,Debit,Omaha,Online,Student,2024-11-04 08:09:21,Young,1
21.27,62.0,114.0,1.0,7392.79,2023-07-24 17:01:19,Credit,Indianapolis,Online,Retired,2024-11-04 08:09:54,Senior,1
76.02,34.0,189.0,1.0,14765.41,2023-07-12 16:58:17,Credit,Albuquerque,Online,Doctor,2024-11-04 08:11:51,Adult,1
155.51,68.0,15.0,1.0,5360.19,2023-08-21 18:51:06,Debit,Raleigh,ATM,Doctor,2024-11-04 08:08:23,Senior,1
135.15,72.0,50.00000000000001,1.0,5878.14,2023-03-20 17:13:09,Debit,Colorado Springs,Online,Retired,2024-11-04 08:10:37,Senior,2
39.48,56.0,37.99999999999999,1.0,5889.51,2023-05-26 16:47:51,Debit,Omaha,ATM,Retired,2024-11-04 08:11:50,Senior,1
451.68,33.0,15.0,1.0,4381.54,2023-04-18 18:55:32,Debit,Houston,Online,Engineer,2024-11-04 08:09:51,Adult,2
355.0,26.0,33.0,1.0,185.47,2023-08-29 16:50:17,Credit,Fort Worth,Online,Student,2024-11-04 08:10:34,Young,1
427.69,43.0,236.0,1.0,2443.54,2023-03-28 16:02:03,Debit,Raleigh,ATM,Engineer,2024-11-04 08:11:53,Adult,2
254.86,23.0,102.0,1.0,699.8999999999999,2023-01-26 17:21:46,Debit,Boston,Branch,Student,2024-11-04 08:11:39,Young,2
19.48,27.0,114.0,1.0,4739.59,2023-07-10 16:01:03,Debit,Dallas,ATM,Engineer,,Young,1
190.17,49.0,265.0,1.0,12893.85,2023-06-09 17:41:13,Debit,Baltimore,ATM,Doctor,2024-11-04 08:08:48,Adult,1
206.63,59.0,128.0,1.0,7626.53,2023-12-07 16:11:01,Credit,Oklahoma City,Online,Retired,2024-11-04 08:10:42,Senior,3
93.22,52.0,52.00000000000001,1.0,1014.6300000000001,2023-04-07 17:11:35,Debit,Charlotte,Online,Retired,2024-11-04 08:09:41,Senior,2
547.98,28.0,171.0,1.0,1358.54,2023-10-24 17:04:59,Debit,Oklahoma City,ATM,Student,,Young,3
641.06,23.0,25.000000000000004,1.0,1602.13,2023-12-11 16:09:08,Debit,Colorado Springs,ATM,Student,2024-11-04 08:07:21,Young,3
836.45,61.0,63.0,1.0,1731.89,2023-02-27 16:02:00,Debit,Virginia Beach,Online,Retired,2024-11-04 08:12:12,Senior,2
189.45,53.0,61.99999999999999,1.0,12578.75,2023-03-21 17:12:03,Credit,Boston,Branch,Doctor,2024-11-04 08:09:31,Senior,2
91.84,67.0,80.0,1.0,1712.41,2023-07-05 17:21:56,Credit,Mesa,Branch,Retired,2024-11-04 08:08:32,Senior,1
609.52,78.0,169.0,1.0,3485.03,2023-07-28 16:03:27,Debit,Washington,ATM,Retired,2024-11-04 08:08:19,Senior,1
859.3,78.0,68.00000000000001,1.0,1146.78,2023-08-01 17:18:04,Credit,Colorado Springs,Branch,Retired,2024-11-04 08:06:56,Senior,1
100.01,50.0,63.0,1.0,6393.12,2023-06-29 16:06:51,Debit,Philadelphia,ATM,Doctor,2024-11-04 08:09:27,Senior,1
28.78,40.0,51.00000000000001,1.0,680.5499999999998,2023-08-07 16:08:04,Credit,Tucson,Online,Doctor,2024-11-04 08:11:39,Adult,1
111.08,70.0,83.0,1.0,7037.34,2023-05-15 17:46:13,Debit,Chicago,Online,Doctor,2024-11-04 08:10:59,Senior,1
52.23,28.0,96.0,1.0,105.01,2023-09-11 18:08:19,Credit,San Francisco,Branch,Student,2024-11-04 08:08:11,Young,3
78.62,32.0,52.00000000000001,1.0,1360.85,2023-07-31 16:46:29,Debit,Oklahoma City,Branch,Doctor,2024-11-04 08:08:12,Adult,1
47.79,25.0,37.0,1.0,1649.92,2023-09-15 17:00:20,Debit,Denver,Branch,Student,2024-11-04 08:11:55,Young,3
333.97,52.0,45.0,1.0,5237.36,2023-03-22 16:18:37,Debit,Fresno,Branch,Doctor,2024-11-04 08:11:48,Senior,2
30.87,33.0,295.0,1.0,14348.65,2023-07-12 16:50:42,Debit,Fresno,ATM,Doctor,2024-11-04 08:10:43,Adult,1
710.43,67.0,115.0,1.0,5625.55,2023-03-08 17:07:21,Debit,San Diego,Online,Retired,2024-11-04 08:08:42,Senior,2
220.23,41.0,48.0,1.0,3438.02,2023-09-18 18:35:23,Debit,Milwaukee,ATM,Engineer,2024-11-04 08:06:33,Adult,3
27.28,29.0,96.0,1.0,10668.24,2023-12-25 16:30:45,Debit,Atlanta,ATM,Doctor,2024-11-04 08:09:42,Young,3
101.52,49.0,98.0,1.0,2018.9000000000003,2023-08-09 16:22:25,Debit,Tucson,ATM,Engineer,2024-11-04 08:08:38,Adult,1
162.65,59.0,147.0,1.0,9500.95,2023-05-11 17:15:10,Debit,New York,ATM,Engineer,2024-11-04 08:11:20,Senior,1
10.52,55.0,30.0,1.0,2472.99,2023-07-19 17:38:50,Debit,Kansas City,ATM,Retired,2024-11-04 08:11:06,Senior,1
270.72,38.0,37.0,1.0,6522.47,2023-03-27 17:25:32,Debit,Los Angeles,Branch,Doctor,2024-11-04 08:12:10,Adult,2
247.58,39.0,151.99999999999997,1.0,778.74,2023-05-29 18:40:32,Debit,San Antonio,ATM,Engineer,2024-11-04 08:07:18,Adult,1
359.65,25.0,289.0,1.0,219.53,2023-01-12 17:58:56,Credit,Jacksonville,Online,Student,2024-11-04 08:09:04,Young,2
109.91,38.0,90.0,1.0,12896.06,2023-05-01 16:23:22,Debit,Seattle,Branch,Doctor,2024-11-04 08:10:57,Adult,2
215.72,30.0,137.0,1.0,8697.11,2023-10-11 18:04:39,Credit,Columbus,Branch,Engineer,2024-11-04 08:11:54,Adult,3
490.76,66.0,156.0,1.0,6414.11,,Debit,Columbus,Online,Retired,2024-11-04 08:09:44,Senior,3
224.28,64.0,68.00000000000001,1.0,5767.51,2023-02-15 16:50:13,Debit,Chicago,Online,Retired,2024-11-04 08:10:52,Senior,2
608.79,55.0,157.0,1.0,2991.17,2023-11-03 18:37:18,Debit,Fort Worth,Online,Engineer,2024-11-04 08:12:18,Senior,3
840.16,20.0,68.00000000000001,1.0,1236.76,2023-03-20 16:35:53,Credit,Colorado Springs,Branch,Student,2024-11-04 08:12:12,Young,2
203.34,60.0,66.0,1.0,13586.99,2023-12-20 17:13:50,Debit,Phoenix,ATM,Doctor,2024-11-04 08:09:43,Senior,3
90.88,26.0,284.0,1.0,7117.35,2023-11-20 17:08:33,Debit,Colorado Springs,ATM,Engineer,2024-11-04 08:10:50,Young,3
60.11,61.0,122.0,1.0,7235.87,2023-11-27 17:39:39,Credit,Albuquerque,Branch,Retired,2024-11-04 08:08:09,Senior,3
393.92,72.0,47.0,1.0,7318.64,2023-05-16 16:57:35,Debit,Memphis,Branch,Retired,2024-11-04 08:12:07,Senior,1
19.39,43.0,45.0,1.0,9847.6,2023-11-17 16:39:20,Debit,Colorado Springs,ATM,Doctor,2024-11-04 08:11:24,Adult,3
557.41,80.0,49.0,1.0,2968.75,2023-04-14 16:52:23,Credit,Washington,Online,Retired,2024-11-04 08:09:54,Senior,2
57.07,31.0,99.0,1.0,9323.71,2023-08-25 16:30:02,Credit,Boston,Online,Doctor,2024-11-04 08:11:35,Adult,1
395.27,18.0,167.0,1.0,1764.08,2023-08-07 16:38:52,Credit,Miami,Online,Student,2024-11-04 08:08:21,Young,1
289.05,75.0,116.00000000000001,1.0,5683.49,2023-06-09 17:58:00,Debit,New York,ATM,Retired,2024-11-04 08:11:58,Senior,1
46.11,33.0,233.0,1.0,5225.73,2023-03-27 17:07:20,Debit,San Francisco,Online,Doctor,2024-11-04 08:10:44,Adult,2
335.5,63.0,47.0,1.0,6445.4,2023-08-14 16:01:02,Debit,Sacramento,ATM,Retired,2024-11-04 08:12:23,Senior,1
388.07,24.0,68.00000000000001,1.0,289.71,2023-09-05 17:34:08,Debit,Seattle,Online,Student,2024-11-04 08:10:37,Young,1
520.86,51.0,66.0,1.0,9200.74,2023-03-20 16:29:02,Credit,Sacramento,Online,Engineer,2024-11-04 08:08:47,Senior,2
787.41,25.0,39.0,1.0,300.87,2023-06-19 16:22:28,Debit,Memphis,Online,Student,2024-11-04 08:06:44,Young,1
31.699999999999996,48.0,121.0,1.0,743.8999999999999,2023-06-01 16:56:33,Credit,Raleigh,ATM,Doctor,2024-11-04 08:08:02,Adult,1
22.3,21.0,90.0,1.0,1200.35,2023-05-01 16:57:17,Debit,Philadelphia,ATM,Student,2024-11-04 08:12:18,Young,2
203.12,56.0,181.0,1.0,1562.39,2023-01-18 16:59:48,Debit,San Jose,ATM,Retired,2024-11-04 08:09:15,Senior,2
315.94,49.0,172.0,1.0,7719.709999999999,2023-02-27 17:06:57,Credit,Raleigh,Branch,Doctor,2024-11-04 08:12:09,Adult,2
0.26,20.0,173.0,1.0,1833.67,2023-11-23 16:14:48,Debit,Oklahoma City,Online,Student,2024-11-04 08:07:45,Young,3
210.77,71.0,161.0,1.0,5396.65,2023-05-31 16:50:20,Debit,Mesa,ATM,Retired,2024-11-04 08:11:21,Senior,1
406.65,57.0,107.0,1.0,12995.7,2023-11-08 18:32:44,Debit,Mesa,ATM,Doctor,2024-11-04 08:11:01,Senior,3
422.9,40.0,111.0,1.0,7616.43,2023-02-27 16:15:53,Debit,Tucson,ATM,Engineer,2024-11-04 08:10:52,Adult,2
20.62,35.0,225.0,1.0,12500.8,2023-06-21 17:10:18,Credit,Philadelphia,ATM,Doctor,2024-11-04 08:08:49,Adult,1
174.39,19.0,36.0,1.0,1127.08,2023-01-09 16:08:52,Debit,San Francisco,ATM,Student,2024-11-04 08:11:01,Young,2
7.859999999999999,76.0,91.0,1.0,3621.98,2023-10-16 16:47:15,Credit,Sacramento,Branch,Retired,2024-11-04 08:07:51,Senior,3
54.85,58.0,40.0,1.0,2727.45,2023-09-05 16:05:58,Credit,San Francisco,Branch,Retired,2024-11-04 08:09:36,Senior,1
16.55,26.0,159.0,1.0,6089.79,2023-09-11 17:05:50,Debit,Tucson,Branch,Engineer,2024-11-04 08:08:11,Young,3
91.32,58.0,77.0,1.0,2618.1,2023-11-10 16:43:45,Debit,Milwaukee,Branch,Engineer,2024-11-04 08:08:22,Senior,3
49.62,55.0,111.0,1.0,3841.4199999999996,2023-12-07 16:19:07,Debit,Portland,ATM,Engineer,2024-11-04 08:07:23,Senior,3
487.16,28.0,84.00000000000001,1.0,321.21,2023-01-02 16:01:14,Credit,Los Angeles,Branch,Student,2024-11-04 08:12:22,Young,2
405.6,37.0,44.0,1.0,9754.73,2023-08-08 17:41:41,Debit,Tucson,Online,Engineer,2024-11-04 08:09:24,Adult,1
512.95,57.0,143.0,1.0,9584.52,2023-10-16 17:08:36,Debit,Columbus,Branch,Engineer,2024-11-04 08:10:05,Senior,3
345.94,31.0,163.0,1.0,7624.56,2023-10-09 17:32:57,Debit,Portland,ATM,Doctor,2024-11-04 08:11:40,Adult,3
356.56,47.0,52.00000000000001,1.0,2485.73,2023-10-09 17:23:21,Debit,New York,Online,Engineer,2024-11-04 08:11:57,Adult,3
10.31,36.0,280.0,1.0,2137.9,2023-01-13 16:23:56,Debit,Louisville,Online,Engineer,2024-11-04 08:11:14,Adult,2
211.69,30.0,111.0,1.0,6412.85,2023-10-20 16:02:07,Debit,Atlanta,Branch,Doctor,2024-11-04 08:07:50,Adult,3
221.49,23.0,196.0,1.0,707.25,2023-09-13 18:11:22,Credit,Oklahoma City,Branch,Student,2024-11-04 08:11:50,Young,3
278.23,48.0,83.0,1.0,8300.54,2023-05-04 17:49:33,Debit,Fresno,Online,Engineer,2024-11-04 08:09:46,Adult,2
116.88,45.0,263.0,1.0,7717.339999999999,2023-10-04 17:10:02,Debit,Memphis,ATM,Doctor,2024-11-04 08:10:02,Adult,3
328.77,39.0,247.0,1.0,6967.03,2023-04-03 17:59:23,Credit,San Diego,Online,Doctor,2024-11-04 08:09:57,Adult,2
77.53,54.0,55.0,1.0,5158.6,2023-07-25 18:00:25,Debit,Louisville,Branch,Retired,2024-11-04 08:07:12,Senior,1
421.74,67.0,103.0,1.0,12031.14,2023-06-20 17:07:05,Debit,San Jose,Online,Doctor,2024-11-04 08:10:18,Senior,1
313.69,73.0,151.99999999999997,1.0,7093.68,2023-03-10 16:35:33,Debit,Oklahoma City,Branch,Retired,2024-11-04 08:10:23,Senior,2
411.72,29.0,153.0,1.0,8539.86,2023-06-20 18:43:51,Debit,Washington,Branch,Doctor,2024-11-04 08:11:43,Young,1
508.73,59.0,89.0,1.0,7640.57,2023-07-14 16:22:54,Debit,Chicago,Branch,Retired,2024-11-04 08:09:07,Senior,1
153.08,24.0,201.0,1.0,1292.21,2023-11-27 16:57:08,Debit,Omaha,ATM,Student,2024-11-04 08:09:29,Young,3
23.01,63.0,166.0,1.0,5958.75,2023-06-09 18:33:04,Debit,Las Vegas,Branch,Retired,2024-11-04 08:09:14,Senior,1
69.28,25.0,129.0,1.0,708.7399999999999,2023-10-30 16:36:24,Debit,Los Angeles,Online,Student,2024-11-04 08:11:01,Young,3
51.25,28.0,66.0,1.0,1744.4,2023-08-29 16:16:15,Credit,Austin,Branch,Student,2024-11-04 08:11:52,Young,1
407.65,25.0,263.0,1.0,273.78,2023-08-07 17:17:34,Debit,Denver,ATM,Student,2024-11-04 08:08:37,Young,1
459.25,25.0,59.00000000000001,1.0,130.76,2023-05-23 16:44:33,Debit,Tucson,Branch,Student,2024-11-04 08:11:47,Young,1
301.56,49.0,118.0,1.0,10389.6,2023-02-09 17:46:49,Debit,Seattle,Branch,Doctor,2024-11-04 08:10:23,Adult,2
17.67,63.0,91.0,1.0,1048.18,2023-06-27 17:50:21,Debit,San Diego,Online,Doctor,2024-11-04 08:10:55,Senior,1
5.29,32.0,132.0,1.0,12896.68,2023-03-13 18:24:20,Credit,San Francisco,Online,Doctor,2024-11-04 08:11:04,Adult,2
401.37,43.0,251.0,1.0,8208.54,2023-09-18 16:18:19,Debit,Los Angeles,Branch,Engineer,2024-11-04 08:11:41,Adult,3
145.4,38.0,24.0,1.0,5244.49,2023-07-06 17:53:38,Debit,Tucson,Online,Engineer,2024-11-04 08:09:52,Adult,1
556.34,37.0,45.99999999999999,1.0,11935.14,2023-10-19 16:34:22,Debit,Seattle,Online,Doctor,2024-11-04 08:07:12,Adult,3
34.31,24.0,251.0,1.0,1484.76,2023-04-28 16:55:28,Debit,Philadelphia,ATM,Student,2024-11-04 08:11:26,Young,2
780.59,23.0,145.0,1.0,6513.34,2023-06-28 17:58:48,Credit,Tucson,Online,Student,2024-11-04 08:07:01,Young,1
282.65,35.0,161.0,1.0,13801.15,2023-03-08 17:42:36,Debit,Fort Worth,ATM,Doctor,2024-11-04 08:08:51,Adult,2
305.27,68.0,147.0,1.0,12958.65,2023-09-27 16:25:38,Debit,Las Vegas,Online,Doctor,2024-11-04 08:09:31,Senior,3
185.81,32.0,116.00000000000001,1.0,9588.71,2023-09-20 16:30:06,Debit,Austin,Online,Doctor,2024-11-04 08:10:15,Adult,3
66.01,49.0,179.0,1.0,3475.99,2023-10-06 18:39:39,Debit,Milwaukee,Online,,2024-11-04 08:07:05,Adult,3
447.95,29.0,75.0,1.0,7544.399999999999,2023-01-11 17:27:56,Debit,Tucson,Branch,Engineer,2024-11-04 08:09:20,Young,2
279.3,19.0,48.0,1.0,1193.61,2023-06-22 17:28:02,Debit,Oklahoma City,ATM,Student,2024-11-04 08:07:20,Young,1
611.15,27.0,121.0,1.0,892.8299999999999,2023-08-11 17:12:30,Debit,Detroit,ATM,Student,2024-11-04 08:09:23,Young,1
275.2,54.0,81.0,1.0,1230.12,2023-08-24 17:13:38,Debit,New York,Online,Engineer,2024-11-04 08:09:50,Senior,1
427.79,18.0,189.0,1.0,1479.67,2023-02-21 17:42:42,Debit,San Jose,Branch,Student,2024-11-04 08:08:54,Young,2
469.13,54.0,139.0,1.0,1265.28,,Credit,San Antonio,ATM,Doctor,2024-11-04 08:07:30,Senior,3
102.81,76.0,47.0,1.0,3228.87,2023-12-04 16:23:00,Debit,Seattle,Branch,Retired,2024-11-04 08:08:07,Senior,3
22.61,19.0,145.0,1.0,1111.67,2023-12-21 17:56:04,Debit,Seattle,Online,Student,2024-11-04 08:06:47,Young,3
